"mean_metric_score"	"std_metric_score"	"split_type"	"mol_rep"	"mol_prop"	"model_name"	"metric_name"	"desc_name"	"size"
1.68110690599477	0.239173542425971	"scaffold"	"Fixed-3. AtomPairs"	"natoms_size100_desc"	"   RF"	"RMSE"	"NumAtoms"	"Size:   0.1K"
1.88272678879373	0.356686474453107	"scaffold"	"Fixed-3. AtomPairs"	"natoms_size100_desc"	"   SVM"	"RMSE"	"NumAtoms"	"Size:   0.1K"
1.59145380928794	0.328339469426462	"scaffold"	"Fixed-3. AtomPairs"	"natoms_size100_desc"	"   XGBoost"	"RMSE"	"NumAtoms"	"Size:   0.1K"
2.17964513649708	0.336285896755483	"scaffold"	"Learned-1. SMILES"	"natoms_size100_desc"	"  RNN"	"RMSE"	"NumAtoms"	"Size:   0.1K"
7.42173119784087	2.62942436361101	"scaffold"	"Learned-2. Graph"	"natoms_size100_desc"	"GCN"	"RMSE"	"NumAtoms"	"Size:   0.1K"
4.93977252368775	1.59554420602535	"scaffold"	"Learned-2. Graph"	"natoms_size100_desc"	"GIN"	"RMSE"	"NumAtoms"	"Size:   0.1K"
2.47277900212171	0.811202597858884	"scaffold"	"Learned-2. Graph"	"natoms_size100_desc"	"GROVER"	"RMSE"	"NumAtoms"	"Size:   0.1K"
21.8114723858616	0.575502378483996	"scaffold"	"Learned-1. SMILES"	"natoms_size100_desc"	" MolBERT"	"RMSE"	"NumAtoms"	"Size:   0.1K"
1.57711943923537	0.207565181418163	"scaffold"	"Fixed-3. AtomPairs"	"natoms_size200_desc"	"   RF"	"RMSE"	"NumAtoms"	"Size:   0.2K"
1.41810507545331	0.22892907599284	"scaffold"	"Fixed-3. AtomPairs"	"natoms_size200_desc"	"   SVM"	"RMSE"	"NumAtoms"	"Size:   0.2K"
1.48696139463037	0.226098177269428	"scaffold"	"Fixed-3. AtomPairs"	"natoms_size200_desc"	"   XGBoost"	"RMSE"	"NumAtoms"	"Size:   0.2K"
2.06594016901563	0.225969191316043	"scaffold"	"Learned-1. SMILES"	"natoms_size200_desc"	"  RNN"	"RMSE"	"NumAtoms"	"Size:   0.2K"
4.12627874534737	1.22996782102488	"scaffold"	"Learned-2. Graph"	"natoms_size200_desc"	"GCN"	"RMSE"	"NumAtoms"	"Size:   0.2K"
3.32730971983765	1.10059581521744	"scaffold"	"Learned-2. Graph"	"natoms_size200_desc"	"GIN"	"RMSE"	"NumAtoms"	"Size:   0.2K"
2.49895357207236	0.804280493179599	"scaffold"	"Learned-2. Graph"	"natoms_size200_desc"	"GROVER"	"RMSE"	"NumAtoms"	"Size:   0.2K"
20.4842045588657	0.439818144766613	"scaffold"	"Learned-1. SMILES"	"natoms_size200_desc"	" MolBERT"	"RMSE"	"NumAtoms"	"Size:   0.2K"
1.48959247057324	0.162234424718134	"scaffold"	"Fixed-3. AtomPairs"	"natoms_size400_desc"	"   RF"	"RMSE"	"NumAtoms"	"Size:   0.4K"
1.11156096953721	0.122709667678983	"scaffold"	"Fixed-3. AtomPairs"	"natoms_size400_desc"	"   SVM"	"RMSE"	"NumAtoms"	"Size:   0.4K"
1.33679995208542	0.166117331782186	"scaffold"	"Fixed-3. AtomPairs"	"natoms_size400_desc"	"   XGBoost"	"RMSE"	"NumAtoms"	"Size:   0.4K"
1.85532834352356	0.208596828947318	"scaffold"	"Learned-1. SMILES"	"natoms_size400_desc"	"  RNN"	"RMSE"	"NumAtoms"	"Size:   0.4K"
2.57246127954182	0.361318217684766	"scaffold"	"Learned-2. Graph"	"natoms_size400_desc"	"GCN"	"RMSE"	"NumAtoms"	"Size:   0.4K"
2.57840108257323	0.395025968384723	"scaffold"	"Learned-2. Graph"	"natoms_size400_desc"	"GIN"	"RMSE"	"NumAtoms"	"Size:   0.4K"
2.34509304626054	0.603618511027295	"scaffold"	"Learned-2. Graph"	"natoms_size400_desc"	"GROVER"	"RMSE"	"NumAtoms"	"Size:   0.4K"
18.414500597673	0.264071604370193	"scaffold"	"Learned-1. SMILES"	"natoms_size400_desc"	" MolBERT"	"RMSE"	"NumAtoms"	"Size:   0.4K"
1.4177640359158	0.140983053588945	"scaffold"	"Fixed-3. AtomPairs"	"natoms_size600_desc"	"   RF"	"RMSE"	"NumAtoms"	"Size:   0.6K"
0.94015509012369	0.082635414049736	"scaffold"	"Fixed-3. AtomPairs"	"natoms_size600_desc"	"   SVM"	"RMSE"	"NumAtoms"	"Size:   0.6K"
1.29155265154484	0.141139644936211	"scaffold"	"Fixed-3. AtomPairs"	"natoms_size600_desc"	"   XGBoost"	"RMSE"	"NumAtoms"	"Size:   0.6K"
1.58967894687446	0.251084710394401	"scaffold"	"Learned-1. SMILES"	"natoms_size600_desc"	"  RNN"	"RMSE"	"NumAtoms"	"Size:   0.6K"
2.43646030498751	0.231996023753169	"scaffold"	"Learned-2. Graph"	"natoms_size600_desc"	"GCN"	"RMSE"	"NumAtoms"	"Size:   0.6K"
2.22981994195939	0.27877149772345	"scaffold"	"Learned-2. Graph"	"natoms_size600_desc"	"GIN"	"RMSE"	"NumAtoms"	"Size:   0.6K"
2.30031351606254	0.538140124114177	"scaffold"	"Learned-2. Graph"	"natoms_size600_desc"	"GROVER"	"RMSE"	"NumAtoms"	"Size:   0.6K"
16.2441322098116	0.299717117792584	"scaffold"	"Learned-1. SMILES"	"natoms_size600_desc"	" MolBERT"	"RMSE"	"NumAtoms"	"Size:   0.6K"
