"model_1"	"model_2"	"metric_name"	"mol_prop"	"split_type"	"p_value"	"stats_method"	"p_value_group"
"  RF"	"  RF"	"RMSE"	"  MDR1"	"scaffold"	1	"ranksums"	">=0.05"
"  RF"	" MolBERT"	"RMSE"	"  MDR1"	"scaffold"	2.79274007892698e-09	"ranksums"	"<0.05"
"  RF"	"GROVER"	"RMSE"	"  MDR1"	"scaffold"	8.56299390490084e-11	"ranksums"	"<0.05"
"  RF"	"GROVER_RDKit"	"RMSE"	"  MDR1"	"scaffold"	0.00256114013221376	"ranksums"	"<0.05"
" MolBERT"	"  RF"	"RMSE"	"  MDR1"	"scaffold"	2.79274007892698e-09	"ranksums"	"<0.05"
" MolBERT"	" MolBERT"	"RMSE"	"  MDR1"	"scaffold"	1	"ranksums"	">=0.05"
" MolBERT"	"GROVER"	"RMSE"	"  MDR1"	"scaffold"	4.49386556005608e-05	"ranksums"	"<0.05"
" MolBERT"	"GROVER_RDKit"	"RMSE"	"  MDR1"	"scaffold"	7.47547107834127e-06	"ranksums"	"<0.05"
"GROVER"	"  RF"	"RMSE"	"  MDR1"	"scaffold"	8.56299390490084e-11	"ranksums"	"<0.05"
"GROVER"	" MolBERT"	"RMSE"	"  MDR1"	"scaffold"	4.49386556005608e-05	"ranksums"	"<0.05"
"GROVER"	"GROVER"	"RMSE"	"  MDR1"	"scaffold"	1	"ranksums"	">=0.05"
"GROVER"	"GROVER_RDKit"	"RMSE"	"  MDR1"	"scaffold"	8.48722495644837e-10	"ranksums"	"<0.05"
"GROVER_RDKit"	"  RF"	"RMSE"	"  MDR1"	"scaffold"	0.00256114013221376	"ranksums"	"<0.05"
"GROVER_RDKit"	" MolBERT"	"RMSE"	"  MDR1"	"scaffold"	7.47547107834127e-06	"ranksums"	"<0.05"
"GROVER_RDKit"	"GROVER"	"RMSE"	"  MDR1"	"scaffold"	8.48722495644837e-10	"ranksums"	"<0.05"
"GROVER_RDKit"	"GROVER_RDKit"	"RMSE"	"  MDR1"	"scaffold"	1	"ranksums"	">=0.05"
"  RF"	"  RF"	"R2"	"  MDR1"	"scaffold"	1	"ranksums"	">=0.05"
"  RF"	" MolBERT"	"R2"	"  MDR1"	"scaffold"	7.89286156048025e-07	"ranksums"	"<0.05"
"  RF"	"GROVER"	"R2"	"  MDR1"	"scaffold"	2.05326829901647e-10	"ranksums"	"<0.05"
"  RF"	"GROVER_RDKit"	"R2"	"  MDR1"	"scaffold"	0.0604328900798604	"ranksums"	">=0.05"
" MolBERT"	"  RF"	"R2"	"  MDR1"	"scaffold"	7.89286156048025e-07	"ranksums"	"<0.05"
