"mean_metric_score"	"std_metric_score"	"split_type"	"mol_rep"	"mol_prop"	"model_name"	"metric_name"
5.30631522952049	0.26963691933969	" Scaffold"	"SMILES"	"A2a"	" MolBERT"	"RMSE"
0.931226908968705	0.239563149636171	" Scaffold"	"Graph"	"A2a"	"GROVER"	"RMSE"
0.94453011201466	0.214202418293334	" Scaffold"	"Graph"	"A2a"	"GROVER_RDKit"	"RMSE"
0.947056223916602	0.190242436329937	" Scaffold"	"rdkit2d"	"A2a"	"  RF"	"RMSE"
2.85659548985628	0.404942029840863	" Scaffold"	"SMILES"	"ABL1"	" MolBERT"	"RMSE"
1.06537092039506	0.180559107651721	" Scaffold"	"Graph"	"ABL1"	"GROVER"	"RMSE"
1.05097986235636	0.206797416009172	" Scaffold"	"Graph"	"ABL1"	"GROVER_RDKit"	"RMSE"
0.973043730537945	0.245630639986826	" Scaffold"	"rdkit2d"	"ABL1"	"  RF"	"RMSE"
1.2846694533267	0.19495705617923	" Scaffold"	"SMILES"	"Acetylcholinesterase"	" MolBERT"	"RMSE"
1.112257373528	0.145570833504319	" Scaffold"	"Graph"	"Acetylcholinesterase"	"GROVER"	"RMSE"
1.10119656274914	0.152375487820627	" Scaffold"	"Graph"	"Acetylcholinesterase"	"GROVER_RDKit"	"RMSE"
0.943829704014241	0.138152935359087	" Scaffold"	"rdkit2d"	"Acetylcholinesterase"	"  RF"	"RMSE"
1.34872750489003	0.122061755603244	" Scaffold"	"SMILES"	"Aurora-A"	" MolBERT"	"RMSE"
1.17797792238455	0.219546350911277	" Scaffold"	"Graph"	"Aurora-A"	"GROVER"	"RMSE"
1.05900952579798	0.122510426573137	" Scaffold"	"Graph"	"Aurora-A"	"GROVER_RDKit"	"RMSE"
0.983201296949354	0.0959290902790289	" Scaffold"	"rdkit2d"	"Aurora-A"	"  RF"	"RMSE"
2.28733293262472	0.423016980996703	" Scaffold"	"SMILES"	"B-raf"	" MolBERT"	"RMSE"
1.03866547464994	0.230608537159892	" Scaffold"	"Graph"	"B-raf"	"GROVER"	"RMSE"
0.983365373014963	0.185059212919253	" Scaffold"	"Graph"	"B-raf"	"GROVER_RDKit"	"RMSE"
0.918628433675415	0.172037034767316	" Scaffold"	"rdkit2d"	"B-raf"	"  RF"	"RMSE"
1.15167848448551	0.148417927486112	" Scaffold"	"SMILES"	"COX-1"	" MolBERT"	"RMSE"
0.876665293844949	0.142921518286009	" Scaffold"	"Graph"	"COX-1"	"GROVER"	"RMSE"
0.848998269908996	0.12145368965062	" Scaffold"	"Graph"	"COX-1"	"GROVER_RDKit"	"RMSE"
0.806635163444731	0.108569852897532	" Scaffold"	"rdkit2d"	"COX-1"	"  RF"	"RMSE"
1.10054229158301	0.13906372309296	" Scaffold"	"SMILES"	"COX-2"	" MolBERT"	"RMSE"
1.03804086615319	0.152211624034717	" Scaffold"	"Graph"	"COX-2"	"GROVER"	"RMSE"
0.994384414817725	0.143510841412564	" Scaffold"	"Graph"	"COX-2"	"GROVER_RDKit"	"RMSE"
