"model_1"	"model_2"	"metric_name"	"mol_prop"	"split_type"	"p_value"	"stats_method"	"p_value_group"
"   RF"	"   RF"	"AUROC"	"BACE"	"scaffold"	1	"ranksums"	">=0.05"
"   RF"	"   SVM"	"AUROC"	"BACE"	"scaffold"	2.86433698420119e-05	"ranksums"	"<0.05"
"   RF"	"   XGBoost"	"AUROC"	"BACE"	"scaffold"	0.0320535901106827	"ranksums"	"<0.05"
"   RF"	" RNN"	"AUROC"	"BACE"	"scaffold"	1.7739278225827e-09	"ranksums"	"<0.05"
"   RF"	"GCN"	"AUROC"	"BACE"	"scaffold"	2.48787397981522e-10	"ranksums"	"<0.05"
"   RF"	"GIN"	"AUROC"	"BACE"	"scaffold"	2.71411821224912e-08	"ranksums"	"<0.05"
"   RF"	"  MolBERT"	"AUROC"	"BACE"	"scaffold"	0.000603610841366096	"ranksums"	"<0.05"
"   RF"	"GROVER"	"AUROC"	"BACE"	"scaffold"	8.40120173049148e-05	"ranksums"	"<0.05"
"   SVM"	"   RF"	"AUROC"	"BACE"	"scaffold"	2.86433698420119e-05	"ranksums"	"<0.05"
"   SVM"	"   SVM"	"AUROC"	"BACE"	"scaffold"	1	"ranksums"	">=0.05"
"   SVM"	"   XGBoost"	"AUROC"	"BACE"	"scaffold"	0.0180053510254157	"ranksums"	"<0.05"
"   SVM"	" RNN"	"AUROC"	"BACE"	"scaffold"	1.29229610567306e-05	"ranksums"	"<0.05"
"   SVM"	"GCN"	"AUROC"	"BACE"	"scaffold"	1.05414222608851e-05	"ranksums"	"<0.05"
"   SVM"	"GIN"	"AUROC"	"BACE"	"scaffold"	0.0153233302434195	"ranksums"	"<0.05"
"   SVM"	"  MolBERT"	"AUROC"	"BACE"	"scaffold"	0.72271979157106	"ranksums"	">=0.05"
"   SVM"	"GROVER"	"AUROC"	"BACE"	"scaffold"	0.155810161610851	"ranksums"	">=0.05"
"   XGBoost"	"   RF"	"AUROC"	"BACE"	"scaffold"	0.0320535901106827	"ranksums"	"<0.05"
"   XGBoost"	"   SVM"	"AUROC"	"BACE"	"scaffold"	0.0180053510254157	"ranksums"	"<0.05"
"   XGBoost"	"   XGBoost"	"AUROC"	"BACE"	"scaffold"	1	"ranksums"	">=0.05"
"   XGBoost"	" RNN"	"AUROC"	"BACE"	"scaffold"	3.21373504044581e-08	"ranksums"	"<0.05"
"   XGBoost"	"GCN"	"AUROC"	"BACE"	"scaffold"	7.43858705279277e-09	"ranksums"	"<0.05"
"   XGBoost"	"GIN"	"AUROC"	"BACE"	"scaffold"	1.12843853479619e-05	"ranksums"	"<0.05"
"   XGBoost"	"  MolBERT"	"AUROC"	"BACE"	"scaffold"	0.0584368468284206	"ranksums"	">=0.05"
"   XGBoost"	"GROVER"	"AUROC"	"BACE"	"scaffold"	0.00453105443653246	"ranksums"	"<0.05"
" RNN"	"   RF"	"AUROC"	"BACE"	"scaffold"	1.7739278225827e-09	"ranksums"	"<0.05"
" RNN"	"   SVM"	"AUROC"	"BACE"	"scaffold"	1.29229610567306e-05	"ranksums"	"<0.05"
" RNN"	"   XGBoost"	"AUROC"	"BACE"	"scaffold"	3.21373504044581e-08	"ranksums"	"<0.05"
" RNN"	" RNN"	"AUROC"	"BACE"	"scaffold"	1	"ranksums"	">=0.05"
" RNN"	"GCN"	"AUROC"	"BACE"	"scaffold"	0.905849445866094	"ranksums"	">=0.05"
" RNN"	"GIN"	"AUROC"	"BACE"	"scaffold"	0.00652159522961408	"ranksums"	"<0.05"
" RNN"	"  MolBERT"	"AUROC"	"BACE"	"scaffold"	1.47870636417397e-05	"ranksums"	"<0.05"
" RNN"	"GROVER"	"AUROC"	"BACE"	"scaffold"	0.0227980810495788	"ranksums"	"<0.05"
"GCN"	"   RF"	"AUROC"	"BACE"	"scaffold"	2.48787397981522e-10	"ranksums"	"<0.05"
"GCN"	"   SVM"	"AUROC"	"BACE"	"scaffold"	1.05414222608851e-05	"ranksums"	"<0.05"
"GCN"	"   XGBoost"	"AUROC"	"BACE"	"scaffold"	7.43858705279277e-09	"ranksums"	"<0.05"
"GCN"	" RNN"	"AUROC"	"BACE"	"scaffold"	0.905849445866094	"ranksums"	">=0.05"
"GCN"	"GCN"	"AUROC"	"BACE"	"scaffold"	1	"ranksums"	">=0.05"
"GCN"	"GIN"	"AUROC"	"BACE"	"scaffold"	0.0107626125954115	"ranksums"	"<0.05"
"GCN"	"  MolBERT"	"AUROC"	"BACE"	"scaffold"	1.38250753184492e-05	"ranksums"	"<0.05"
"GCN"	"GROVER"	"AUROC"	"BACE"	"scaffold"	0.0297569530004727	"ranksums"	"<0.05"
"GIN"	"   RF"	"AUROC"	"BACE"	"scaffold"	2.71411821224912e-08	"ranksums"	"<0.05"
"GIN"	"   SVM"	"AUROC"	"BACE"	"scaffold"	0.0153233302434195	"ranksums"	"<0.05"
"GIN"	"   XGBoost"	"AUROC"	"BACE"	"scaffold"	1.12843853479619e-05	"ranksums"	"<0.05"
