"corr_coef"	"p_value"	"mol_prop"	"desc_name"
0.276367268734304	6.2799625938757e-28	" BACE"	"MolWt"
0.0248942110529659	0.333210570882267	" BACE"	"MolLogP"
0.131433163529474	2.8906487039833e-07	" BACE"	"NumHDonors"
0.205309535982051	7.29641142298786e-16	" BACE"	"NumHAcceptors"
0.173726042033051	1.01975403300707e-11	" BACE"	"NumRotatableBonds"
0.28903409554941	1.67764303356554e-30	" BACE"	"NumAtoms"
-0.343396236927979	1.61957209638341e-57	" BBBP"	"MolWt"
0.305146653674866	3.3730329735761e-45	" BBBP"	"MolLogP"
-0.484851212011946	1.05584849306975e-120	" BBBP"	"NumHDonors"
-0.471748955132746	1.67691538581976e-113	" BBBP"	"NumHAcceptors"
-0.227652202182343	2.22330396418834e-25	" BBBP"	"NumRotatableBonds"
-0.325138748296034	2.0496920876509e-51	" BBBP"	"NumAtoms"
0.147696093090506	3.01372819485626e-199	" HIV"	"MolWt"
0.0589446048539647	5.52213037573627e-33	" HIV"	"MolLogP"
0.122876954436635	4.48592192274837e-138	" HIV"	"NumHDonors"
0.138361555827878	7.07425277776747e-175	" HIV"	"NumHAcceptors"
0.0951157216944716	2.89997804486753e-83	" HIV"	"NumRotatableBonds"
0.1378231052873	1.60365550135012e-173	" HIV"	"NumAtoms"
-0.639112063535456	1.56765740844383e-130	"ESOL"	"MolWt"
-0.827917884927589	4.55765789335174e-285	"ESOL"	"MolLogP"
0.209428857508663	1.20364577042499e-12	"ESOL"	"NumHDonors"
0.0557278806550866	0.0613396121786876	"ESOL"	"NumHAcceptors"
-0.244255604145722	8.74090423072382e-17	"ESOL"	"NumRotatableBonds"
-0.585638142135013	8.08018696648459e-105	"ESOL"	"NumAtoms"
-0.237021162371406	1.19637535593551e-09	"FreeSolv"	"MolWt"
0.344432246958027	2.55134546130782e-19	"FreeSolv"	"MolLogP"
-0.690271891847775	5.23384301066057e-92	"FreeSolv"	"NumHDonors"
-0.606317957138071	1.06537478672935e-65	"FreeSolv"	"NumHAcceptors"
-0.00565627191925058	0.886259476775241	"FreeSolv"	"NumRotatableBonds"
-0.3500627458316	6.05259449968439e-20	"FreeSolv"	"NumAtoms"
0.158770264795905	4.09178135788046e-25	"Lipop"	"MolWt"
0.415450123118065	5.7222373275032e-175	"Lipop"	"MolLogP"
-0.195872529461718	1.35960022342109e-37	"Lipop"	"NumHDonors"
0.0413016102385574	0.00742855785738486	"Lipop"	"NumHAcceptors"
0.0300290580730644	0.0516589529786073	"Lipop"	"NumRotatableBonds"
0.179557454978129	9.09169990182947e-32	"Lipop"	"NumAtoms"
