"mean_metric_score"	"std_metric_score"	"split_type"	"mol_rep"	"mol_prop"	"model_name"	"metric_name"	"desc_name"	"size"
1.96690408724074	0.457587562672718	"scaffold"	"Fixed-1. MorganBits"	"natoms_size100_desc"	"   RF"	"RMSE"	"NumAtoms"	100
1.96138184548378	0.393162758532033	"scaffold"	"Fixed-2. MACCS"	"natoms_size100_desc"	"   RF"	"RMSE"	"NumAtoms"	100
1.68110690599477	0.239173542425971	"scaffold"	"Fixed-3. AtomPairs"	"natoms_size100_desc"	"   RF"	"RMSE"	"NumAtoms"	100
2.64529908541843	0.652939070162006	"scaffold"	"Fixed-1. MorganBits"	"natoms_size100_desc"	"   SVM"	"RMSE"	"NumAtoms"	100
2.2851452648937	0.468635143098581	"scaffold"	"Fixed-2. MACCS"	"natoms_size100_desc"	"   SVM"	"RMSE"	"NumAtoms"	100
1.88272678879373	0.356686474453107	"scaffold"	"Fixed-3. AtomPairs"	"natoms_size100_desc"	"   SVM"	"RMSE"	"NumAtoms"	100
2.00727863021779	0.41039721355939	"scaffold"	"Fixed-1. MorganBits"	"natoms_size100_desc"	"   XGBoost"	"RMSE"	"NumAtoms"	100
2.01192240466728	0.461756426481727	"scaffold"	"Fixed-2. MACCS"	"natoms_size100_desc"	"   XGBoost"	"RMSE"	"NumAtoms"	100
1.59145380928794	0.328339469426462	"scaffold"	"Fixed-3. AtomPairs"	"natoms_size100_desc"	"   XGBoost"	"RMSE"	"NumAtoms"	100
2.17964513649708	0.336285896755483	"scaffold"	"Learned-1. SMILES"	"natoms_size100_desc"	"  RNN"	"RMSE"	"NumAtoms"	100
7.42173119784087	2.62942436361101	"scaffold"	"Learned-2. Graph"	"natoms_size100_desc"	"GCN"	"RMSE"	"NumAtoms"	100
4.93977252368775	1.59554420602535	"scaffold"	"Learned-2. Graph"	"natoms_size100_desc"	"GIN"	"RMSE"	"NumAtoms"	100
2.47277900212171	0.811202597858884	"scaffold"	"Learned-2. Graph"	"natoms_size100_desc"	"GROVER"	"RMSE"	"NumAtoms"	100
21.8114723858616	0.575502378483996	"scaffold"	"Learned-1. SMILES"	"natoms_size100_desc"	" MolBERT"	"RMSE"	"NumAtoms"	100
2.03115691131043	0.245339908408297	"scaffold"	"Fixed-1. MorganBits"	"natoms_size200_desc"	"   RF"	"RMSE"	"NumAtoms"	200
1.89762439402215	0.224322211020904	"scaffold"	"Fixed-2. MACCS"	"natoms_size200_desc"	"   RF"	"RMSE"	"NumAtoms"	200
1.57711943923537	0.207565181418163	"scaffold"	"Fixed-3. AtomPairs"	"natoms_size200_desc"	"   RF"	"RMSE"	"NumAtoms"	200
2.27233284956536	0.373296860596111	"scaffold"	"Fixed-1. MorganBits"	"natoms_size200_desc"	"   SVM"	"RMSE"	"NumAtoms"	200
