"corr_coef"	"p_value"	"mol_prop"	"desc_name"
0.181383487362116	2.40002348853737e-12	"CHEMBL4792_Ki"	"MolWt"
0.152122762110816	4.5278660850352e-09	"CHEMBL4792_Ki"	"MolLogP"
0.000899748820039346	0.972494953708191	"CHEMBL4792_Ki"	"NumHDonors"
0.0382136789635651	0.142942207549044	"CHEMBL4792_Ki"	"NumHAcceptors"
0.144781202407027	2.43896684298657e-08	"CHEMBL4792_Ki"	"NumRotatableBonds"
0.199249495371633	1.22986552808222e-14	"CHEMBL4792_Ki"	"NumAtoms"
0.0576215058894264	0.0013363921854935	"CHEMBL244_Ki"	"MolWt"
0.138731017045717	8.84222634965441e-15	"CHEMBL244_Ki"	"MolLogP"
-0.18674813791701	1.05847555628898e-25	"CHEMBL244_Ki"	"NumHDonors"
0.104615963367728	5.35910315732066e-09	"CHEMBL244_Ki"	"NumHAcceptors"
-0.146826856837163	2.17061360473053e-16	"CHEMBL244_Ki"	"NumRotatableBonds"
0.0360952008884349	0.0445831113886599	"CHEMBL244_Ki"	"NumAtoms"
0.124733201934201	5.08196615641417e-11	"CHEMBL204_Ki"	"MolWt"
-0.220872380286104	8.84375062715359e-32	"CHEMBL204_Ki"	"MolLogP"
0.00666914237624656	0.726464753344437	"CHEMBL204_Ki"	"NumHDonors"
0.18344224720031	2.87416092627434e-22	"CHEMBL204_Ki"	"NumHAcceptors"
0.16772809710207	7.93168394869088e-19	"CHEMBL204_Ki"	"NumRotatableBonds"
0.112940628910825	2.79347729961204e-09	"CHEMBL204_Ki"	"NumAtoms"
0.426731133907687	1.5209384087386e-34	"CHEMBL2034_Ki"	"MolWt"
0.267605546136367	9.138046393481e-14	"CHEMBL2034_Ki"	"MolLogP"
0.182900398707792	4.57858912615463e-07	"CHEMBL2034_Ki"	"NumHDonors"
0.292169960476522	3.1637245882591e-16	"CHEMBL2034_Ki"	"NumHAcceptors"
0.297629653910865	8.30869349671078e-17	"CHEMBL2034_Ki"	"NumRotatableBonds"
0.448269412792093	2.36926198698183e-38	"CHEMBL2034_Ki"	"NumAtoms"
-0.312693643591641	2.05378685572087e-16	"CHEMBL1871_Ki"	"MolWt"
0.0952197395872344	0.0144730454198826	"CHEMBL1871_Ki"	"MolLogP"
-0.321307545727762	2.72205568351277e-17	"CHEMBL1871_Ki"	"NumHDonors"
-0.287524350176788	5.2108456198349e-14	"CHEMBL1871_Ki"	"NumHAcceptors"
-0.336227400500337	7.0207422628185e-19	"CHEMBL1871_Ki"	"NumRotatableBonds"
-0.317189227396152	7.21211999432172e-17	"CHEMBL1871_Ki"	"NumAtoms"
0.092380009001916	0.000134116748003105	"CHEMBL228_Ki"	"MolWt"
-0.0110170767575745	0.649497868538783	"CHEMBL228_Ki"	"MolLogP"
0.0910412311289996	0.000167753582965718	"CHEMBL228_Ki"	"NumHDonors"
0.0929549841943847	0.00012171550994692	"CHEMBL228_Ki"	"NumHAcceptors"
0.0196328842407129	0.417986341683618	"CHEMBL228_Ki"	"NumRotatableBonds"
0.0414367334597552	0.0872717333820453	"CHEMBL228_Ki"	"NumAtoms"
0.0569437589771607	0.15308065851272	"CHEMBL2047_EC50"	"MolWt"
0.197807773876872	5.48290868410369e-07	"CHEMBL2047_EC50"	"MolLogP"
-0.254411176093505	8.86918839875453e-11	"CHEMBL2047_EC50"	"NumHDonors"
-0.0125791390877083	0.752480502607771	"CHEMBL2047_EC50"	"NumHAcceptors"
0.150854846348899	0.000142547599229564	"CHEMBL2047_EC50"	"NumRotatableBonds"
0.0469632085962666	0.238791311810256	"CHEMBL2047_EC50"	"NumAtoms"
-0.038013712176839	0.23615043904282	"CHEMBL231_Ki"	"MolWt"
0.205437534989266	9.85968988451164e-11	"CHEMBL231_Ki"	"MolLogP"
-0.123771079577552	0.000108516953606259	"CHEMBL231_Ki"	"NumHDonors"
-0.233229413505816	1.73727831088383e-13	"CHEMBL231_Ki"	"NumHAcceptors"
-0.26440091381682	5.00693136959273e-17	"CHEMBL231_Ki"	"NumRotatableBonds"
-0.0616007145872266	0.0547490680899559	"CHEMBL231_Ki"	"NumAtoms"
0.120711463648315	9.25391978486559e-11	"CHEMBL264_Ki"	"MolWt"
0.192184236692255	3.26422448598144e-25	"CHEMBL264_Ki"	"MolLogP"
-0.199357288812159	4.83483008454763e-27	"CHEMBL264_Ki"	"NumHDonors"
-0.00136792443980206	0.941687687428976	"CHEMBL264_Ki"	"NumHAcceptors"
0.0391769818608743	0.0361029568019745	"CHEMBL264_Ki"	"NumRotatableBonds"
