"mean_metric_score"	"std_metric_score"	"split_type"	"mol_prop"	"model_name"	"radius"	"nbit"	"metric_name"
0.885357531728234	0.0491880193993577	"scaffold"	" BACE"	"RF"	"Radius: 2"	"NumBits: 1024"	"    AUROC"
0.855147127304844	0.072036946330573	"scaffold"	" BACE"	"RF"	"Radius: 2"	"NumBits: 1024"	"   AUPRC"
0.796360050075132	0.0910128587070599	"scaffold"	" BACE"	"RF"	"Radius: 2"	"NumBits: 1024"	"   Precision_PPV"
0.859220595793624	0.0873976950865555	"scaffold"	" BACE"	"RF"	"Radius: 2"	"NumBits: 1024"	"  Precision_NPV"
0.902006470757531	0.025581684947213	"scaffold"	" BBBP"	"RF"	"Radius: 2"	"NumBits: 1024"	"    AUROC"
0.9581467037264	0.014758719374513	"scaffold"	" BBBP"	"RF"	"Radius: 2"	"NumBits: 1024"	"   AUPRC"
0.937780574190675	0.0275974919444016	"scaffold"	" BBBP"	"RF"	"Radius: 2"	"NumBits: 1024"	"   Precision_PPV"
0.705249773634613	0.0937951720460205	"scaffold"	" BBBP"	"RF"	"Radius: 2"	"NumBits: 1024"	"  Precision_NPV"
0.79205520092816	0.0317092218741755	"scaffold"	" HIV"	"RF"	"Radius: 2"	"NumBits: 1024"	"    AUROC"
0.381755137003191	0.0645055475861721	"scaffold"	" HIV"	"RF"	"Radius: 2"	"NumBits: 1024"	"   AUPRC"
0.226724232726978	0.079243135551707	"scaffold"	" HIV"	"RF"	"Radius: 2"	"NumBits: 1024"	"   Precision_PPV"
0.983530258664936	0.0030785963792131	"scaffold"	" HIV"	"RF"	"Radius: 2"	"NumBits: 1024"	"  Precision_NPV"
1.80831553086588	0.350596368159467	"scaffold"	"ESOL"	"RF"	"Radius: 2"	"NumBits: 1024"	"  RMSE"
1.42900445886202	0.288742646316755	"scaffold"	"ESOL"	"RF"	"Radius: 2"	"NumBits: 1024"	" MAE"
0.295097310320649	0.160161485178568	"scaffold"	"ESOL"	"RF"	"Radius: 2"	"NumBits: 1024"	" R2"
0.655548941886851	0.0707042365673758	"scaffold"	"ESOL"	"RF"	"Radius: 2"	"NumBits: 1024"	"Pearson_R"
4.19116584623919	1.02518020860097	"scaffold"	"FreeSolv"	"RF"	"Radius: 2"	"NumBits: 1024"	"  RMSE"
2.94191591636734	0.608984130877153	"scaffold"	"FreeSolv"	"RF"	"Radius: 2"	"NumBits: 1024"	" MAE"
0.0743801227298728	0.264434105023111	"scaffold"	"FreeSolv"	"RF"	"Radius: 2"	"NumBits: 1024"	" R2"
0.615318352553862	0.151895523077463	"scaffold"	"FreeSolv"	"RF"	"Radius: 2"	"NumBits: 1024"	"Pearson_R"
